row,title,doi,status,detail
558,Proteogenomic insights into the biology and treatment of HPV-negative head and neck squamous cell carcinoma.,https://doi.org/10.1016/j.ccell.2020.12.007,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.ccell.2020.12.007.txt
559,Proteogenomic markers of chemotherapy resistance and response in triple negative breast cancer,https://doi.org/10.1158/2159-8290.CD-22-0200,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1158_2159-8290.CD-22-0200.txt
560,Proteome Profiling Outperforms Transcriptome Profiling for Coexpression Based Gene Function Prediction,https://doi.org/10.1074/mcp.M116.060301,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1074_mcp.M116.060301.txt
561,Proteome-scale human interactomics,https://doi.org/10.1016/j.tibs.2017.02.006,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.tibs.2017.02.006.txt
562,Proteomic analyses reveal distinct chromatin-associated and soluble transcription factor complexes,https://doi.org/10.15252/msb.20145504,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.15252_msb.20145504.txt
563,Quality and Diversity Optimization: A Unifying Modular Framework,https://doi.org/10.1109/TEVC.2017.2704781,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1109_TEVC.2017.2704781.txt
564,Quality-Diversity Optimization: a novel branch of stochastic optimization,https://doi.org/10.1007/978-3-030-66515-9_4,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1007_978-3-030-66515-9_4.txt
565,Quantitative affinity purification mass spectrometry: a versatile technology to study protein–protein interactions,https://doi.org/10.3389/fgene.2015.00237,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.3389_fgene.2015.00237.pdf
566,Quantitative cellular-resolution map of the oxytocin receptor in postnatally developing mouse brains,https://doi.org/10.1038/s41467-020-15659-1,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41467-020-15659-1.pdf
567,Rab5 and Alsin regulate stress-activated cytoprotective signaling on mitochondria,https://doi.org/10.7554/eLife.32282,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.7554_eLife.32282.txt
568,RACIPE: a computational tool for modeling gene regulatory circuits using randomization,https://doi.org/10.1186/s12918-018-0594-6,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1186_s12918-018-0594-6.pdf
569,Rational engineering of synthetic microbial systems: From single cells to consortia,https://doi.org/10.1016/j.mib.2018.02.009,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.mib.2018.02.009.txt
570,Real-Time Imaging of Single-Molecule Enzyme Cascade Using a DNA Origami Raft.,https://doi.org/10.1021/jacs.7b09323,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1021_jacs.7b09323.txt
571,Receptor Level Mechanisms Are Required for Epidermal Growth Factor (EGF)-stimulated Extracellular Signal-regulated Kinase (ERK) Activity Pulses*,https://doi.org/10.1074/jbc.M115.662247,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1074_jbc.M115.662247.txt
572,"Receptor tyrosine kinases: Characterisation, mechanism of action and therapeutic interests for bone cancers",https://doi.org/10.1016/j.jbo.2015.01.001,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.jbo.2015.01.001.txt
573,Reciprocal Effects on Neurocognitive and Metabolic Phenotypes in Mouse Models of 16p11.2 Deletion and Duplication Syndromes,https://doi.org/10.1371/journal.pgen.1005709,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1371_journal.pgen.1005709.pdf
574,Recruitment and inhibitory action of hippocampal axo-axonic cells during behavior,https://doi.org/10.1016/j.neuron.2021.09.033,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.neuron.2021.09.033.txt
575,Redesigning metabolism based on orthogonality principles,https://doi.org/10.1038/ncomms15188,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_ncomms15188.pdf
576,Redox Systems Biology: Harnessing the Sentinels of the Cysteine Redoxome,https://doi.org/10.1089/ars.2019.7725,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1089_ars.2019.7725.txt
577,Redox-dependent gating of VDAC by mitoNEET,https://doi.org/10.1073/pnas.1908271116,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1073_pnas.1908271116.txt
578,"Redundancy, Feedback, and Robustness in the Arabidopsis thaliana BZR/BEH Gene Family",https://doi.org/10.3389/fgene.2018.00523,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.3389_fgene.2018.00523.pdf
579,Regulation of glycolysis by the hypoxia‐inducible factor (HIF): implications for cellular physiology,https://doi.org/10.1113/JP280572,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1113_JP280572.txt
580,Remediation of organic amendments on soil salinization: Focusing on the relationship between soil salts and microbial communities.,https://doi.org/10.1016/j.ecoenv.2022.113616,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.ecoenv.2022.113616.txt
581,Representing the Process of Inflammation as Key Events in Adverse Outcome Pathways.,https://doi.org/10.1093/toxsci/kfy047,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_toxsci_kfy047.txt
582,Resolving noise–control conflict by gene duplication,https://doi.org/10.1371/journal.pbio.3000289,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1371_journal.pbio.3000289.txt
583,Resource Competition Shapes the Response of Genetic Circuits,https://doi.org/10.1101/091306,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1101_091306.txt
584,Revealing modular organization in the yeast transcriptional network,https://doi.org/10.1038/ng941,no_content_found,DOI resolves but no OA PDF or abstract was found
585,Ribosome stalling during selenoprotein translation exposes a ferroptosis vulnerability,https://doi.org/10.1038/s41589-022-01033-3,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1038_s41589-022-01033-3.txt
586,RNAs competing for microRNAs mutually influence their fluctuations in a highly non-linear microRNA-dependent manner in single cells,https://doi.org/10.1186/s13059-017-1162-x,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1186_s13059-017-1162-x.pdf
587,Robustness of trait connections across environmental gradients and growth forms,https://doi.org/10.1111/geb.12996,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1111_geb.12996.txt
588,SANA: simulated annealing far outperforms many other search algorithms for biological network alignment,https://doi.org/10.1093/bioinformatics/btx090,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_bioinformatics_btx090.txt
589,SARS-CoV-2 variants evolve convergent strategies to remodel the host response,https://doi.org/10.2139/ssrn.4319535,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.2139_ssrn.4319535.txt
590,Scalable multiplex co-fractionation/mass spectrometry platform for accelerated protein interactome discovery,https://doi.org/10.1038/s41467-022-31809-z,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41467-022-31809-z.pdf
591,scTenifoldKnk: An efficient virtual knockout tool for gene function predictions via single-cell gene regulatory network perturbation,https://doi.org/10.1016/j.patter.2022.100434,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.patter.2022.100434.txt
592,Seeing is Believing: Brain-Inspired Modular Training for Mechanistic Interpretability,https://doi.org/10.48550/arXiv.2305.08746,invalid_doi,DOI does not resolve via Crossref
593,Shape variation and modularity of skull and teeth in domesticated horses and wild equids,https://doi.org/10.1186/s12983-018-0258-9,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1186_s12983-018-0258-9.pdf
594,Signaling pathway models as biomarkers: Patient-specific simulations of JNK activity predict the survival of neuroblastoma patients,https://doi.org/10.1126/scisignal.aab0990,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1126_scisignal.aab0990.txt
595,Signaling to and from the RNA Polymerase III Transcription and Processing Machinery,https://doi.org/10.1146/annurev-biochem-062917-012624,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1146_annurev-biochem-062917-012624.txt
596,Similar but different: distinct roles for KRAS and BRAF oncogenes in colorectal cancer development and therapy resistance,https://doi.org/10.18632/oncotarget.4750,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.18632_oncotarget.4750.pdf
597,Single-cell genomics and regulatory networks for 388 human brains,https://doi.org/10.1126/science.adi5199,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1126_science.adi5199.txt
598,Single-cell multiregion dissection of Alzheimer’s disease,https://doi.org/10.1038/s41586-024-07606-7,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1038_s41586-024-07606-7.txt
599,Sister DNA Entrapment between Juxtaposed Smc Heads and Kleisin of the Cohesin Complex,https://doi.org/10.1016/j.molcel.2019.05.023,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.molcel.2019.05.023.txt
600,Size control in mammalian cells involves modulation of both growth rate and cell cycle duration,https://doi.org/10.1038/s41467-018-05393-0,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41467-018-05393-0.pdf
601,SkipGNN: predicting molecular interactions with skip-graph networks,https://doi.org/10.1038/s41598-020-77766-9,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41598-020-77766-9.pdf
602,Sleep Regulation by Neurotensinergic Neurons in a Thalamo-Amygdala Circuit.,https://doi.org/10.1016/j.neuron.2019.05.015,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.neuron.2019.05.015.txt
603,SMC Complexes: Universal DNA Looping Machines with Distinct Regulators.,https://doi.org/10.1016/j.tig.2018.03.003,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.tig.2018.03.003.txt
604,"Sniffers, buzzers, toggles and blinkers: dynamics of regulatory and signaling pathways in the cell",https://doi.org/10.1016/s0955-0674(03)00017-6,no_content_found,DOI resolves but no OA PDF or abstract was found
605,"Sniffers, buzzers, toggles and blinkers: dynamics of regulatory and signaling pathways in the cell",https://doi.org/10.1016/S0955-0674(03)00017-6,no_content_found,DOI resolves but no OA PDF or abstract was found
606,Sociohydrology: Scientific Challenges in Addressing the Sustainable Development Goals,https://doi.org/10.1029/2018WR023901,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1029_2018WR023901.txt
607,Soil pH correlates with the co-occurrence and assemblage process of diazotrophic communities in rhizosphere and bulk soils of wheat fields,https://doi.org/10.1016/J.SOILBIO.2018.03.017,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_J.SOILBIO.2018.03.017.txt
608,Soil pH: a key edaphic factor regulating distribution and functions of bacterial community along vertical soil profiles in red soil of pomelo orchard,https://doi.org/10.1186/s12866-022-02452-x,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1186_s12866-022-02452-x.pdf
609,Somatotopic organization and intensity dependence in driving distinct NPY-expressing sympathetic pathways by electroacupuncture,https://doi.org/10.1016/j.neuron.2020.07.015,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.neuron.2020.07.015.txt
610,Spatial and temporal signal processing and decision making by MAPK pathways,https://doi.org/10.1083/jcb.201609124,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1083_jcb.201609124.txt
611,Spatial Organization of Metabolic Enzyme Complexes in Cells,https://doi.org/10.1021/acs.biochem.7b00249,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1021_acs.biochem.7b00249.txt
612,Spectral Alignment of Graphs,https://doi.org/10.1109/TNSE.2019.2913233,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1109_TNSE.2019.2913233.pdf
613,Statistical analysis of proteomics data: A review on feature selection.,https://doi.org/10.1016/j.jprot.2018.12.004,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.jprot.2018.12.004.txt
614,Statistical inference of assortative community structures,https://doi.org/10.1103/physrevresearch.2.043271,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1103_physrevresearch.2.043271.txt
615,Stochastic Simulation of Biomolecular Networks in Dynamic Environments,https://doi.org/10.1371/journal.pcbi.1004923,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1371_journal.pcbi.1004923.txt
616,"STRING v11: protein–protein association networks with increased coverage, supporting functional discovery in genome-wide experimental datasets",https://doi.org/10.1093/nar/gky1131,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_nar_gky1131.txt
617,Structural basis for Scc3-dependent cohesin recruitment to chromatin,https://doi.org/10.7554/eLife.38356,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.7554_eLife.38356.txt
618,Structural Basis of an Asymmetric Condensin ATPase Cycle,https://doi.org/10.1016/j.molcel.2019.03.037,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.molcel.2019.03.037.txt
619,Structural Brain Network Characteristics Can Differentiate CIS from Early RRMS,https://doi.org/10.3389/fnins.2016.00014,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.3389_fnins.2016.00014.pdf
620,Structure and co-occurrence patterns in microbial communities under acute environmental stress reveal ecological factors fostering resilience,https://doi.org/10.1038/s41598-018-23931-0,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41598-018-23931-0.pdf
621,"Structure, Function, and Regulation of the Hsp90 Machinery.",https://doi.org/10.1101/cshperspect.a034017,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1101_cshperspect.a034017.pdf
622,Structured versus Decorated Cospans,https://doi.org/10.32408/compositionality-4-3,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.32408_compositionality-4-3.txt
623,SubCellBarCode: Proteome-wide Mapping of Protein Localization and Relocalization.,https://doi.org/10.1016/j.molcel.2018.11.035,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.molcel.2018.11.035.txt
624,Survey of local and global biological network alignment: the need to reconcile the two sides of the same coin,https://doi.org/10.1093/bib/bbw132,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_bib_bbw132.txt
625,Switch-like Transitions Insulate Network Motifs to Modularize Biological Networks,https://doi.org/10.1016/j.cels.2016.06.010,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cels.2016.06.010.txt
626,Synthetic biology and regulatory networks: where metabolic systems biology meets control engineering,https://doi.org/10.1098/rsif.2015.1046,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1098_rsif.2015.1046.txt
627,Synthetic living machines: A new window on life,https://doi.org/10.1016/j.isci.2021.102505,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.isci.2021.102505.txt
628,Synthetic neuromorphic computing in living cells,https://doi.org/10.1038/s41467-022-33288-8,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41467-022-33288-8.pdf
629,Systematic discovery and perturbation of regulatory genes in human T cells reveals the architecture of immune networks,https://doi.org/10.1038/s41588-022-01106-y,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41588-022-01106-y.pdf
630,Systems biology primer: the basic methods and approaches.,https://doi.org/10.1042/EBC20180003,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1042_EBC20180003.txt
631,Systems-based proteomics to resolve the biology of Alzheimer’s disease beyond amyloid and tau,https://doi.org/10.1038/s41386-020-00840-3,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41386-020-00840-3.pdf
632,"Targeting ERK, an Achilles' Heel of the MAPK pathway, in cancer therapy",https://doi.org/10.1016/j.apsb.2018.01.008,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.apsb.2018.01.008.txt
633,Targeting MAPK Signaling in Cancer: Mechanisms of Drug Resistance and Sensitivity,https://doi.org/10.3390/ijms21031102,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.3390_ijms21031102.txt
634,Targeting the RAS/RAF/MAPK pathway for cancer therapy: from mechanism to clinical studies,https://doi.org/10.1038/s41392-023-01705-z,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41392-023-01705-z.pdf
635,"Tau reduction affects excitatory and inhibitory neurons differently, reduces excitation/inhibition ratios, and counteracts network hypersynchrony",https://doi.org/10.1016/j.celrep.2021.109855,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.celrep.2021.109855.txt
636,The Architecture of Complexity,https://doi.org/10.2307/985254,invalid_doi,DOI does not resolve via Crossref
637,The Architecture of Complexity,https://doi.org/10.2307/985254,invalid_doi,DOI does not resolve via Crossref
638,The Architecture of Complexity,https://doi.org/10.2307/985254,invalid_doi,DOI does not resolve via Crossref
639,The architecture of complexity,https://doi.org/10.2307/985254,invalid_doi,DOI does not resolve via Crossref
640,The Architecture of Complexity,https://doi.org/10.2307/985254,invalid_doi,DOI does not resolve via Crossref
641,The Aspartic Protease Ddi1 Contributes to DNA-Protein Crosslink Repair in Yeast,https://doi.org/10.1101/575860,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1101_575860.txt
642,"The BioGRID database: A comprehensive biomedical resource of curated protein, genetic, and chemical interactions",https://doi.org/10.1002/pro.3978,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1002_pro.3978.txt
643,The BioGRID interaction database: 2019 update,https://doi.org/10.1093/nar/gky1079,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_nar_gky1079.txt
644,"The Biological Hierarchy, Time, and Temporal 'Omics in Evolutionary Biology: A Perspective",https://doi.org/10.1093/icb/icac138,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_icb_icac138.txt
645,The BioPlex Network: A Systematic Exploration of the Human Interactome,https://doi.org/10.1016/j.cell.2015.06.043,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cell.2015.06.043.txt
646,The Causes and Consequences of Genetic Interactions (Epistasis).,https://doi.org/10.1146/annurev-genom-083118-014857,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1146_annurev-genom-083118-014857.txt
647,The Centrosome and the Primary Cilium: The Yin and Yang of a Hybrid Organelle,https://doi.org/10.3390/cells8070701,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.3390_cells8070701.txt
648,The Chaperonin TRiC/CCT Associates with Prefoldin through a Conserved Electrostatic Interface Essential for Cellular Proteostasis.,https://doi.org/10.1016/j.cell.2019.03.012,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cell.2019.03.012.txt
649,The connectome of an insect brain,https://doi.org/10.1126/science.add9330,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1126_science.add9330.pdf
650,"The context-dependent, combinatorial logic of BMP signaling",https://doi.org/10.1101/2020.12.08.416503,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1101_2020.12.08.416503.txt
651,The Coordination of Pathways in Metazoans: An Integrated Framework,https://doi.org/10.1007/s13752-025-00498-4,no_content_found,DOI resolves but no OA PDF or abstract was found
652,The diversity and co-occurrence network of soil bacterial and fungal communities and their implications for a new indicator of grassland degradation,https://doi.org/10.1016/J.ECOLIND.2021.107989,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_J.ECOLIND.2021.107989.txt
653,The dynamic control of signal transduction networks in cancer cells,https://doi.org/10.1038/nrc3983,no_content_found,DOI resolves but no OA PDF or abstract was found
654,The Dynamics of Conjunctive and Disjunctive Boolean Network Models,https://doi.org/10.1007/s11538-010-9501-z,no_content_found,DOI resolves but no OA PDF or abstract was found
655,The Dynamics of Conjunctive and Disjunctive Boolean Network Models,https://doi.org/10.1007/s11538-010-9501-z,no_content_found,DOI resolves but no OA PDF or abstract was found
656,The EcoCyc Database (2023),https://doi.org/10.1128/ecosalplus.esp-0002-2023,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1128_ecosalplus.esp-0002-2023.pdf
657,The EGFR-HER2 module: a stem cell approach to understanding a prime target and driver of solid tumors,https://doi.org/10.1038/onc.2015.372,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_onc.2015.372.pdf
658,The evolution of hybrid fitness during speciation,https://doi.org/10.1371/journal.pgen.1008125,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1371_journal.pgen.1008125.txt
659,The Evolutionary Assembly of Neuronal Machinery.,https://doi.org/10.1016/j.cub.2020.04.008,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cub.2020.04.008.txt
660,The Evolutionary Origins of Hierarchy,https://doi.org/10.1371/journal.pcbi.1004829,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1371_journal.pcbi.1004829.pdf
661,The Evolutionary Origins of Modularity,https://doi.org/10.1098/rspb.2012.2863,abstract_downloaded,already present
662,The exposome and health: where chemistry meets biology,https://doi.org/10.1126/science.aay3164,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1126_science.aay3164.txt
663,THE FUNCTION AND REGULATION OF ZINC IN THE BRAIN,https://doi.org/10.1016/j.neuroscience.2021.01.010,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.neuroscience.2021.01.010.txt
664,The functional interactome of GSTP: A regulatory biomolecular network at the interface with the Nrf2 adaption response to oxidative stress.,https://doi.org/10.1016/j.jchromb.2016.02.002,no_content_found,DOI resolves but no OA PDF or abstract was found
665,The functional proteome landscape of Escherichia coli,https://doi.org/10.1038/s41586-020-3002-5,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1038_s41586-020-3002-5.txt
666,The GATOR–Rag GTPase pathway inhibits mTORC1 activation by lysosome-derived amino acids,https://doi.org/10.1126/science.aaz0863,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1126_science.aaz0863.txt
667,The harmonizome: a collection of processed datasets gathered to serve and mine knowledge about genes and proteins,https://doi.org/10.1093/database/baw100,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_database_baw100.txt
668,The Impact of Pathway Database Choice on Statistical Enrichment Analysis and Predictive Modeling,https://doi.org/10.3389/fgene.2019.01203,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.3389_fgene.2019.01203.txt
669,"The KRASG12C Inhibitor, MRTX849, Provides Insight Toward Therapeutic Susceptibility of KRAS Mutant Cancers in Mouse Models and Patients",https://doi.org/10.1158/2159-8290.CD-19-1167,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1158_2159-8290.CD-19-1167.txt
670,The Local Closure Coefficient: A New Perspective On Network Clustering,https://doi.org/10.1145/3289600.3290991,doi_title_mismatch,Crossref title: 'The Local Closure Coefficient' | saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1145_3289600.3290991.txt
671,The modular and integrative functional architecture of the human brain,https://doi.org/10.1073/pnas.1510619112,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1073_pnas.1510619112.txt
672,The MRPP1/MRPP2 complex is a tRNA-maturation platform in human mitochondria,https://doi.org/10.1093/nar/gkx902,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_nar_gkx902.txt
673,The Origins and Evolution of Functional Modules: Lessons from Protein Complexes,https://doi.org/10.1098/rstb.2005.1807,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1098_rstb.2005.1807.txt
674,The phenotypic landscape of essential human genes,https://doi.org/10.1101/2021.11.28.470116,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1101_2021.11.28.470116.txt
675,The Polygenic and Monogenic Basis of Blood Traits and Diseases,https://doi.org/10.1101/2020.02.02.20020065,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1101_2020.02.02.20020065.pdf
676,The Predictive and Prognostic Role of RAS–RAF–MEK–ERK Pathway Alterations in Breast Cancer: Revision of the Literature and Comparison with the Analysis of Cancer Genomic Datasets,https://doi.org/10.3390/cancers14215306,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.3390_cancers14215306.txt
677,The protein organization of a red blood cell,https://doi.org/10.1101/2021.12.10.472004,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1101_2021.12.10.472004.txt
678,The proteomic landscape of genome-wide genetic perturbations,https://doi.org/10.1016/j.cell.2023.03.026,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cell.2023.03.026.txt
679,The Rcs System in Enterobacteriaceae: Envelope Stress Responses and Virulence Regulation,https://doi.org/10.3389/fmicb.2021.627104,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.3389_fmicb.2021.627104.pdf
680,The Road to Modularity,https://doi.org/10.1038/nrg2267,no_content_found,DOI resolves but no OA PDF or abstract was found
